Final,I1,I2,I3,I4,I5,I6,I7
On Time,318,449.4,259.2,193.5,514.8,383.85,258.75
On Time,321,449.4,256.8,191.7,507.6,370.35,254.25
On Time,330,476.7,277.8,223.875,591.3,434.1375,311.5125
On Time,351,501.9,277.8,205.875,562.5,423.3375,288.7125
On Time,342,483,267.6,204.75,608.4,426.15,272.85
On Time,381,543.9,394.8,261.45,660.6,479.925,313.575
On Time,345,478.8,265.2,202.05,521.4,384.525,262.575
On Time,354,474.6,268.8,209.7,560.4,404.55,274.05
On Time,348,470.4,267.6,195.75,529.8,396.675,263.025
On Time,333,453.6,258,191.25,558,400.05,262.95
On Time,333,489.3,281.4,210.825,581.1,417.7125,284.4375
On Time,336,459.9,257.4,193.725,524.7,387.5625,258.7875
On Time,315,449.4,273.6,221.4,549.6,391.5,258.9
On Time,369,495.6,298.8,228.15,575.4,451.575,302.925
On Time,345,476.7,275.4,208.575,546.9,406.6875,271.1625
On Time,333,455.7,264.6,195.525,517.5,393.8625,262.0875
On Time,345,489.3,275.4,210.375,575.7,431.8875,283.1625
On Time,636,764.4,404.4,289.35,748.2,564.975,368.325
On Time,477,651,372,274.5,726,554.85,368.55
On Time,324,453.6,261.6,197.1,524.4,432.9,282.3
On Time,462,642.6,364.8,273.6,746.4,560.7,370.5
On Time,351,491.4,276,207,552,468,290.4
On Time,402,510.3,283.8,214.425,542.7,396.1125,265.2375
On Time,303,434.7,246.6,189.675,500.1,381.9375,255.7125
On Time,339,480.9,271.8,204.525,541.5,410.0625,302.175
On Time,369,535.5,301.8,236.475,634.5,480.9375,317.5125
On Time,345,491.4,277.2,215.55,580.2,449.775,303.525
On Time,360,539.7,321,240.075,646.5,460.2375,303.4125
On Time,456,644.7,502.8,329.85,802.2,587.025,376.875
On Time,324,449.4,260.4,193.05,516.6,393.525,260.775
On Time,312,428.4,242.4,186.3,495.6,373.05,253.95
On Time,312,449.4,260.4,194.85,511.8,386.325,261.975
On Time,354,487.2,277.2,201.15,544.2,411.075,264.225
On Time,333,472.5,268.2,207.675,548.1,403.5375,284.5125
On Time,357,474.6,270,206.55,563.4,403.875,276.225
On Time,336,466.2,261.6,196.2,513.6,390.6,261
On Time,351,489.3,280.2,208.575,554.1,409.3875,274.4625
On Time,468,661.5,373.8,280.575,741.3,564.1875,369.2625
On Time,366,514.5,291,248.85,627,443.925,285.975
On Time,327,483,274.8,213.75,589.8,435.375,279.525
On Time,351,480.9,267,197.325,534.3,389.3625,266.5875
On Time,306,436.8,248.4,183.15,493.8,381.375,250.725
On Time,324,459.9,257.4,190.125,517.5,388.4625,260.2875
On Time,324,455.7,257.4,189.225,506.7,386.2125,259.5375
On Time,369,504,295.2,221.4,561.6,423,283.8
On Time,378,525,303.6,220.95,599.4,444.375,295.725
On Time,399,701.4,333.6,224.1,601.2,473.85,299.55
On Time,303,434.7,255,189.225,492.3,373.6125,254.1375
On Time,351,483,307.2,220.5,574.8,422.55,275.25
On Time,363,506.1,291,218.025,617.1,472.6125,320.7375
On Time,306,441,253.2,189.45,507,382.725,254.775
On Time,309,441,256.8,191.7,507.6,377.55,250.65
On Time,312,434.7,250.2,188.325,503.1,384.8625,256.6875
On Time,360,499.8,283.2,216.9,586.8,446.85,295.35
On Time,369,506.1,309,219.375,575.7,518.175,309.525
On Time,318,462,273.6,204.3,565.2,418.95,277.65
On Time,324,459.9,257.4,203.85,533.4,398.025,262.275
On Time,357,537.6,282,202.05,552.6,403.425,272.475
On Time,348,493.5,283.8,207.225,552.3,405.1125,270.6375
On Time,471,661.5,375,276.525,750.3,563.9625,367.9875
On Time,342,468.3,269.4,205.425,545.1,400.6125,264.3375
On Time,366,531.3,293.4,212.625,566.7,460.9125,315.6375
On Time,363,485.1,273,208.575,530.1,394.9875,264.8625
On Time,333,453.6,260.4,196.65,528.6,390.825,262.275
On Time,327,476.7,282.6,201.375,527.7,421.0875,274.7625
On Time,315,449.4,252,192.6,518.4,374.4,252
On Time,312,436.8,254.4,189.9,512.4,384.75,256.65
On Time,324,453.6,254.4,193.5,519.6,380.25,253.95
On Time,387,539.7,301.8,233.775,642.9,478.6875,307.1625
On Time,363,508.2,273.6,203.4,559.2,405.9,266.1
On Time,312,468.3,264.6,194.625,542.7,417.7125,279.6375
On Time,369,520.8,301.2,236.25,619.8,452.025,310.275
On Time,315,445.2,254.4,190.8,511.2,380.7,255.3
On Time,348,483,273.6,201.6,549.6,402.3,268.5
On Time,327,459.9,261,193.275,524.1,390.9375,262.3125
On Time,315,443.1,249,195.75,522.6,381.375,248.325
On Time,315,443.1,252.6,190.125,515.1,391.1625,258.7875
On Time,324,462,266.4,204.3,534,392.85,266.55
On Time,324,447.3,253.8,190.575,518.1,390.4875,258.5625
On Time,330,453.6,268.8,212.4,552,426.6,269.4
On Time,375,520.8,300,225,614.4,446.4,310.8
On Time,342,468.3,269.4,196.425,540.3,409.6125,269.7375
On Time,345,489.3,271.8,206.325,548.7,423.5625,273.1875
On Time,327,493.5,289.8,220.275,591.3,417.9375,292.9125
On Time,321,445.2,255.6,190.35,503.4,381.375,255.525
On Time,333,491.4,285.6,213.3,560.4,426.15,276.45
On Time,366,516.6,291.6,232.65,740.4,515.25,334.95
On Time,327,459.9,261,193.275,521.7,386.4375,257.2125
On Time,324,459.9,259.8,198.225,525.9,419.625,265.875
On Time,399,531.3,307.8,231.525,608.7,465.8625,316.0875
On Time,420,552.3,311.4,231.975,590.1,451.6875,301.7625
On Time,315,445.2,252,191.7,514.8,378.45,254.55
On Time,351,501.9,282.6,217.575,580.5,451.6875,292.1625
On Time,333,485.1,283.8,213.525,572.7,423.5625,274.3875
On Time,378,533.4,285.6,210.6,578.4,445.5,286.5
On Time,369,518.7,301.8,225.675,622.5,451.2375,296.8125
On Time,384,522.9,293.4,232.425,614.7,457.3125,310.8375
On Time,456,636.3,366.6,280.575,748.5,744.975,436.725
On Time,333,464.1,289.2,203.85,526.2,389.925,259.575
On Time,333,453.6,255.6,192.15,522.6,424.35,299.7
On Time,318,445.2,259.2,195.3,517.2,393.75,258.45
On Time,363,522.9,298.2,226.125,620.7,448.7625,299.5875
On Time,396,541.8,310.8,225.45,627,458.325,318.375
On Time,387,525,296.4,235.35,635.4,466.875,299.625
On Time,369,508.2,294,226.35,582.6,418.275,287.025
On Time,393,552.3,316.2,234.675,608.1,460.2375,302.2125
On Time,315,451.5,257.4,191.025,506.7,389.8125,258.3375
On Time,363,541.8,307.2,225,628.8,464.4,300
On Time,312,436.8,253.2,190.35,508.2,379.575,272.25
On Time,330,457.8,288,209.7,548.4,409.05,274.35
On Time,351,483,277.2,206.55,553.8,412.875,276.825
On Time,348,483,273.6,203.4,540,409.5,276.9
On Time,384,529.2,298.8,224.55,616.2,470.475,310.425
On Time,333,457.8,258,196.65,528.6,394.425,262.275
On Time,324,474.6,288,223.2,573.6,425.7,275.1
On Time,312,443.1,255,192.825,518.7,390.7125,259.8375
On Time,312,447.3,256.2,190.575,506.1,378.7875,255.8625
On Time,300,449.4,256.8,205.2,520.8,380.7,252.9
On Time,342,470.4,271.2,198,532.8,394.2,262.2
On Time,357,476.7,276.6,200.025,549.9,400.6125,278.7375
On Time,351,491.4,271.2,199.8,544.8,396.9,269.1
On Time,414,556.5,322.2,243.225,643.5,482.5125,307.2375
On Time,360,508.2,309.6,230.4,628.8,601.2,363.6
On Time,318,441,252,191.7,512.4,379.35,250.05
On Time,327,457.8,260.4,193.05,507,379.125,254.775
On Time,312,449.4,255.6,193.05,523.8,387.225,262.275
On Time,345,487.2,277.2,206.55,553.8,425.475,277.425
On Time,336,459.9,262.2,194.625,530.7,400.6125,275.1375
On Time,318,449.4,258,192.15,529.8,407.475,270.225
On Time,336,457.8,260.4,196.65,519,392.625,264.075
On Time,345,487.2,264,196.2,520.8,384.3,270.9
On Time,405,560.7,316.2,239.175,626.1,474.1875,321.2625
On Time,360,489.3,275.4,205.875,562.5,412.5375,281.5125
On Time,351,466.2,265.2,201.15,534.6,394.875,270.825
On Time,324,462,262.8,196.65,531,400.725,265.575
On Time,354,495.6,283.2,209.7,565.2,426.15,282.45
On Time,465,640.5,365.4,279.225,746.7,551.8125,367.5375
On Time,324,459.9,262.2,193.725,517.5,424.125,274.575
On Time,324,451.5,256.2,195.075,539.4,402.075,280.05
On Time,390,512.4,285.6,210.6,559.2,418.5,276.3
On Time,309,441,253.2,191.25,509.4,383.625,256.275
On Time,453,640.5,363,272.925,733.5,552.2625,371.2875
On Time,471,644.7,365.4,276.525,747.9,557.6625,373.0875
On Time,330,476.7,270.6,201.375,527.7,390.4875,259.7625
On Time,453,642.6,366,277.65,747,557.325,375.375
On Time,360,508.2,300,224.1,603.6,447.75,296.85
On Time,315,441,255.6,190.35,505.8,378.675,249.825
On Time,315,436.8,248.4,190.35,510.6,380.475,257.625
On Time,342,487.2,319.2,218.7,572.4,427.05,275.55
On Time,372,579.6,307.2,261,619.2,432,277.2
On Time,363,495.6,280.8,208.8,556.8,423,282.6
On Time,339,546,289.2,210.15,541.8,404.775,264.525
On Time,336,459.9,275.4,209.475,564.9,422.4375,280.0125
On Time,372,495.6,295.2,216.9,553.2,427.05,285.15
On Time,318,474.6,266.4,194.4,518.4,394.2,259.8
On Time,339,497.7,287.4,219.375,587.7,452.5875,303.2625
On Time,399,667.8,342,243.45,639,477.225,317.475
On Time,345,476.7,276.6,205.425,554.7,416.8125,279.3375
On Time,327,483,273.6,217.8,556.8,408.6,283.8
On Time,384,539.7,306.6,271.35,645,448.875,300.825
On Time,381,497.7,292.2,224.775,573.3,430.9875,354.525
On Time,336,462,259.2,194.4,511.2,391.5,260.1
On Time,405,535.5,298.2,233.325,766.2,512.325,337.575
On Time,330,455.7,259.8,195.525,522.3,392.0625,259.0875
On Time,348,480.9,275.4,209.475,543.3,432.3375,280.9125
On Time,351,510.3,291,219.825,576.3,444.7125,293.4375
On Time,336,466.2,264,194.4,520.8,391.5,256.5
On Time,327,451.5,250.2,189.225,513.9,372.7125,250.2375
On Time,366,493.5,299.4,220.275,598.5,467.4375,293.8125
On Time,345,476.7,271.8,199.125,522.3,390.2625,266.8875
On Time,363,483,270,205.65,545.4,407.925,276.375
On Time,330,453.6,256.8,189.9,510,383.85,255.15
On Time,342,464.1,257.4,191.025,501.9,382.6125,255.9375
On Time,330,455.7,274.8,202.95,532.2,388.575,262.725
On Time,381,520.8,294,220.05,726,488.25,321.15
On Time,345,478.8,270,198.45,523.8,389.025,270.075
On Time,342,485.1,274.2,204.525,536.7,410.0625,279.4875
On Time,330,472.5,271.8,204.525,529.5,412.7625,279.1875
On Time,327,464.1,258.6,202.275,545.7,393.6375,258.4125
On Time,390,514.5,289.8,210.375,544.5,421.9875,272.6625
On Time,330,459.9,264.6,196.425,528.3,396.1125,256.8375
On Time,345,480.9,294,218.25,555,407.925,269.175
On Time,354,504,271.2,202.5,553.2,403.65,265.35
On Time,354,491.4,277.2,219.15,594.6,447.975,283.725
On Time,465,646.8,364.8,275.4,734.4,549,370.2
On Time,315,441,260.4,213.3,546,395.55,290.1
On Time,453,640.5,370.2,280.125,750.3,563.9625,370.3875
On Time,345,476.7,271.8,207.225,549.9,407.8125,270.3375
On Time,351,546,306,223.65,581.4,419.625,279.075
On Time,336,472.5,269.4,205.425,547.5,414.1125,272.4375
On Time,330,472.5,280.2,199.575,544.5,421.9875,283.4625
On Time,405,567,310.8,237.15,628.2,456.975,299.925
On Time,321,445.2,260.4,194.85,511.8,388.125,258.975
On Time,345,480.9,264.6,193.725,510.3,392.9625,258.1875
On Time,333,462,259.2,193.5,519.6,383.85,261.15
On Time,315,441,256.8,191.7,519.6,385.65,258.15
On Time,339,466.2,266.4,203.4,544.8,407.7,271.5
On Time,315,451.5,261,217.35,553.8,409.275,262.425
On Time,333,455.7,258.6,195.975,515.7,382.3875,259.4625
On Time,324,447.3,258.6,193.275,524.1,389.1375,255.7125
On Time,312,438.9,263.4,208.575,530.1,403.9875,272.6625
On Time,327,445.2,249.6,186.3,507.6,377.55,256.65
On Time,327,449.4,267.6,196.65,558,414.45,272.55
On Time,327,491.4,267.6,196.65,521.4,386.325,261.975
On Time,318,449.4,254.4,199.8,537.6,399.6,271.2
On Time,453,636.3,495.6,324.45,814.2,577.125,372.375
On Time,315,443.1,249,189.675,512.1,388.2375,253.0125
On Time,471,646.8,368.4,277.65,730.2,558.225,376.875
On Time,366,508.2,298.8,278.1,692.4,500.85,301.35
On Time,384,499.8,283.2,213.3,546,404.55,263.25
On Time,324,478.8,268.8,197.1,512.4,406.35,265.05
On Time,324,459.9,262.2,192.825,521.1,388.0125,257.7375
On Time,321,447.3,257.4,191.025,509.1,387.1125,257.4375
On Time,327,455.7,264.6,199.125,524.7,389.3625,256.9875
On Time,324,455.7,257.4,191.925,503.1,375.8625,253.6875
On Time,378,539.7,309,225.675,600.9,459.3375,301.9125
On Time,357,504,288,237.6,595.2,435.6,278.4
On Time,315,447.3,261,199.575,594.6,419.175,270.525
On Time,327,453.6,258,191.25,514.2,390.825,259.875
On Time,372,642.6,436.8,281.7,690,496.35,320.25
On Time,324,455.7,255,190.125,503.1,377.6625,249.4875
On Time,417,573.3,313.8,227.475,591.3,443.1375,307.3125
On Time,327,455.7,252.6,192.825,501.9,371.8125,243.9375
On Time,348,476.7,263.4,198.675,540.9,399.0375,273.4125
On Time,381,501.9,280.2,208.575,602.1,457.9875,318.2625
On Time,312,436.8,252,189.9,505.2,380.25,247.95
On Time,384,520.8,306,223.65,574.2,445.725,282.975
On Time,345,491.4,270,200.25,552.6,419.625,283.875
On Time,360,506.1,285,214.875,581.7,430.5375,286.3125
On Time,333,529.2,290.4,209.7,534,398.25,263.55
On Time,315,447.3,256.2,206.55,532.2,384.975,254.325
On Time,351,499.8,278.4,208.8,564,411.3,276.3
On Time,333,455.7,258.6,195.975,546.6,393.975,264.525
On Time,465,886.2,433.2,301.95,774.6,573.075,381.825
On Time,351,491.4,273.6,204.3,548.4,407.25,284.55
On Time,363,512.4,288,219.6,568.8,413.1,269.7
On Time,477,661.5,370.2,274.725,735.9,739.125,429.975
On Time,327,466.2,300,211.5,548.4,407.25,280.95
On Time,468,657.3,377.4,284.625,756.3,553.6125,369.3375
On Time,339,487.2,284.4,205.65,639.6,439.65,285.75
On Time,315,453.6,256.8,191.7,507.6,379.35,254.85
On Time,315,430.5,246.6,186.975,498.9,376.0875,247.7625
On Time,366,522.9,286.2,206.325,546.3,406.4625,290.2875
On Time,318,451.5,257.4,207.45,535.8,393.525,259.575
On Time,366,485.1,268.2,212.175,539.7,402.1875,294.525
On Time,498,609,334.8,230.85,586.2,425.025,284.475
On Time,318,436.8,250.8,184.05,485.4,369.225,251.475
On Time,324,455.7,257.4,194.625,516.3,382.6125,253.5375
On Time,339,470.4,302.4,219.6,583.2,420.3,274.5
On Time,312,434.7,247.8,190.125,515.1,382.1625,252.1875
On Time,318,464.1,265.8,198.675,538.5,450.675,282.225
On Time,330,453.6,255.6,194.85,526.2,398.925,267.375
On Time,411,539.7,321,233.775,599.7,467.8875,317.9625
On Time,321,451.5,255,193.725,512.7,386.6625,256.0875
On Time,312,438.9,245.4,182.025,519,390.825,251.475
On Time,345,493.5,279,208.125,527.1,409.725,269.775
On Time,399,562.8,315.6,227.25,627,472.725,318.375
On Time,351,480.9,271.8,207.225,554.7,409.6125,273.3375
On Time,330,489.3,306,213.75,549,403.875,277.425
On Time,324,451.5,269.4,198.225,516.3,382.6125,264.3375
On Time,360,522.9,294.6,222.075,603.3,454.8375,302.8125
On Time,381,531.3,297,221.175,575.7,419.2875,284.9625
On Time,318,455.7,262.2,192.825,523.5,421.425,272.475
On Time,318,445.2,259.2,193.5,524.4,396.45,264.15
On Time,312,443.1,251.4,194.175,518.1,385.0875,254.3625
On Time,327,457.8,255.6,191.25,507,377.325,251.775
On Time,345,478.8,273.6,203.4,547.2,410.4,271.2
On Time,351,489.3,288.6,209.925,558.3,423.5625,281.5875
On Time,369,493.5,280.2,205.875,574.5,427.8375,277.0125
On Time,408,573.3,327,234.225,621.9,452.8125,349.875
On Time,354,495.6,270,209.25,644.4,434.25,318.3
On Time,369,529.2,297.6,222.3,591.6,437.85,304.35
On Time,348,493.5,283.8,214.425,566.7,415.9125,283.8375
On Time,333,508.2,278.4,198.9,531.6,397.35,259.65
On Time,375,522.9,281.4,205.425,542.7,500.625,319.275
On Time,363,497.7,274.2,205.425,545.1,416.8125,316.275
On Time,342,472.5,280.2,207.675,569.7,411.6375,265.6125
On Time,354,518.7,301.8,229.275,586.5,437.7375,277.9125
On Time,324,451.5,259.8,193.725,517.5,406.125,269.775
On Time,315,455.7,257.4,197.325,529.5,392.9625,264.1875
On Time,339,491.4,288,215.1,553.2,416.25,269.55
On Time,363,518.7,311.4,238.275,608.1,447.6375,305.2125
On Time,330,459.9,263.4,197.775,513.3,379.6875,277.125
On Time,363,512.4,288,213.3,577.2,427.05,282.75
On Time,345,485.1,275.4,208.575,558.9,476.775,298.125
On Time,330,449.4,254.4,194.4,520.8,382.5,271.8
On Time,312,443.1,249,184.275,488.1,379.2375,256.0125
On Time,327,462,256.8,196.2,523.2,390.6,257.4
On Time,360,520.8,309.6,239.4,633.6,486,315.6
On Time,450,638.4,370.8,274.05,744.6,551.025,374.475
On Time,321,464.1,262.2,199.125,543.9,394.7625,262.3875
On Time,474,653.1,375,279.225,751.5,560.8125,374.1375
On Time,315,459.9,267,202.725,607.8,420.525,274.575
On Time,309,432.6,261.6,196.2,508.8,383.4,253.8
On Time,402,550.2,319.2,228.6,597.6,458.1,302.7
On Time,381,529.2,303.6,214.65,583.8,440.325,278.775
On Time,336,478.8,271.2,207,544.8,413.1,276.9
On Time,321,457.8,262.8,196.65,523.8,389.025,258.075
On Time,462,651,370.8,274.95,729,545.175,367.725
On Time,333,491.4,277.2,209.25,586.2,444.825,299.475
On Time,360,497.7,279,217.125,584.7,442.4625,281.8875
On Time,456,646.8,372,278.1,738,552.15,367.65
On Time,348,468.3,267,196.425,559.5,415.0125,273.9375
On Time,321,445.2,254.4,194.4,523.2,385.2,253.2
On Time,348,464.1,261,193.275,531.3,388.2375,269.8125
On Time,438,558.6,306,224.55,573,414.675,283.425
On Time,369,512.4,292.8,225.9,579.6,418.95,278.85
On Time,390,550.2,309.6,235.8,631.2,477.9,308.1
On Time,414,529.2,286.8,211.05,550.2,409.725,284.175
On Time,372,491.4,277.2,211.05,591,441.225,293.475
On Time,363,516.6,291.6,225.45,595.8,421.425,280.875
On Time,363,529.2,315.6,226.35,594.6,440.775,313.725
On Time,390,546,320.4,228.15,623.4,458.775,310.125
On Time,396,550.2,303.6,224.55,611.4,466.875,318.825
On Time,606,758.1,405,393.75,897,620.775,389.325
On Time,348,489.3,275.4,204.075,550.5,400.8375,269.2125
On Time,387,504,296.4,226.35,568.2,438.075,286.425
On Time,321,457.8,258,196.65,526.2,384.525,260.175
On Time,315,432.6,243.6,184.05,499.8,380.025,251.475
On Time,321,451.5,256.2,195.075,526.5,390.0375,279.225
On Time,327,504,268.8,199.8,580.8,464.4,284.4
On Time,354,520.8,273.6,192.6,516,378.9,248.7
On Time,345,478.8,280.8,207,525.6,398.7,262.5
On Time,342,485.1,306,217.35,558.6,412.875,273.225
On Time,369,508.2,295.2,213.3,610.8,436.05,302.55
On Time,342,480.9,275.4,208.575,556.5,410.2875,271.1625
On Time,339,476.7,279,213.525,579.9,422.6625,286.0875
On Time,363,506.1,280.2,204.975,563.7,462.375,298.125
On Time,342,489.3,294.6,226.575,606.9,447.1875,296.6625
On Time,360,512.4,291.6,281.7,697.2,509.85,323.55
On Time,348,487.2,274.8,205.65,543,405.225,274.275
On Time,324,476.7,274.2,199.125,534.3,394.7625,261.1875
On Time,327,453.6,255.6,193.95,517.8,390.375,263.325
On Time,333,457.8,276,198,530.4,396.9,259.5
On Time,408,564.9,319.8,230.625,619.5,459.1125,313.8375
On Time,390,539.7,317.4,238.725,620.7,477.5625,315.1875
On Time,402,663.6,349.2,247.05,651,467.325,312.975
On Time,342,466.2,271.2,198.9,529.2,407.25,267.75
On Time,315,455.7,261,195.075,519.3,387.3375,256.3125
On Time,468,646.8,375.6,278.55,738.6,552.375,495.45
On Time,321,457.8,262.8,198.45,523.8,387.225,257.475
On Time,348,499.8,289.2,212.85,593.4,425.925,293.175
On Time,360,493.5,285,213.975,542.1,471.375,293.925
On Time,360,483,278.4,200.7,536.4,400.95,278.85
On Time,315,430.5,251.4,185.175,506.1,376.9875,245.6625
On Time,324,447.3,256.2,194.175,515.7,389.5875,258.2625
On Time,324,453.6,255.6,195.75,510.6,391.275,257.625
On Time,333,537.6,292.8,224.1,594,431.55,277.05
On Time,375,501.9,282.6,212.175,575.7,419.2875,280.1625
On Time,336,459.9,269.4,198.225,537.9,405.1125,262.2375
On Time,462,644.7,371.4,279.675,752.1,552.0375,371.2125
On Time,456,573.3,310.2,227.925,599.1,474.8625,308.2875
On Time,348,485.1,275.4,206.775,556.5,412.0875,305.925
On Time,300,424.2,250.8,191.25,516.6,375.525,245.175
On Time,348,472.5,256.2,190.575,513.3,383.2875,254.9625
On Time,330,457.8,265.2,200.25,523.8,385.425,255.675
On Time,327,478.8,279.6,215.55,563.4,512.55,399.3
On Time,357,562.8,294,208.35,565.8,404.775,263.325
On Time,369,550.2,303.6,230.85,634.2,464.625,300.075
On Time,372,552.3,306.6,226.575,630.9,474.1875,311.6625
On Time,471,898.8,441.6,432,957.6,630.9,396.3
On Time,330,462,258,194.85,519,390.825,257.475
On Time,324,455.7,282,200.25,519,381.825,253.275
On Time,324,447.3,262.8,195.75,515.4,378.675,257.025
On Time,315,445.2,261.6,193.5,526.8,431.1,274.5
On Time,366,537.6,307.2,226.8,602.4,465.3,309.9
On Time,315,447.3,261,193.275,516.9,386.4375,254.8125
On Time,351,518.7,294.6,211.275,574.5,442.2375,299.8125
On Time,324,457.8,262.8,201.15,525,415.35,277.65
On Time,342,474.6,271.2,206.1,626.4,441.9,281.7
On Time,348,478.8,282,205.65,538.2,405.225,280.275
On Time,339,468.3,281.4,204.525,551.1,424.4625,287.8875
On Time,360,489.3,281.4,204.525,536.7,402.8625,274.6875
On Time,339,478.8,276,208.8,552,417.6,276
On Time,309,434.7,255,190.125,512.7,383.0625,251.2875
On Time,405,575.4,312,226.8,633.6,484.2,307.8
On Time,315,453.6,259.2,193.5,524.4,392.85,262.95
On Time,309,432.6,248.4,185.85,507,379.125,255.975
On Time,330,493.5,277.8,208.575,568.5,409.3875,285.2625
On Time,333,455.7,261,192.375,510.9,380.5875,256.4625
On Time,384,554.4,384,257.4,650.4,486.9,325.5
