v1,v2
No spam,Then we wait 4 u lor... No need 2 feel bad lar...
No spam,No did you check? I got his detailed message now
No spam,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
No spam,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
No spam,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
No spam,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
No spam,cool. We will have fun practicing making babies!
No spam,Actually getting ready to leave the house.
No spam,K..k..any special today?
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
No spam,Then we gotta do it after that
No spam,"I've got ten bucks, jay is being noncomittal"
No spam,Where at were hungry too
No spam,Pls speak to that customer machan.
No spam,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
No spam,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
No spam,So wats ur opinion abt him and how abt is character?
No spam,Jay is snickering and tells me that x is totally fucking up the chords as we speak
No spam,No..few hours before.went to hair cut .
No spam,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
No spam,Lmao. Take a pic and send it to me.
No spam,"""""""""""""""""\Speak only when you feel your words are better than the silence..."""""""""""""""""""""""""""""""" Gud mrng:-)"""""""""""""""""""""""""""""""""""""""""""""""""
No spam,No. She's currently in scotland for that.
No spam,Do you work all this week ?
spam,Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
No spam,Lol great now im getting hungry.
No spam,Yes.. now only saw your message..
No spam,I'll be at mu in like  &lt;#&gt;  seconds
No spam,Ok...
No spam,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
No spam,"""""""""""""""""""""""""""""""Tell you what"""""""
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
No spam,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
No spam,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
No spam,Thanks for ve lovely wisheds. You rock
No spam,You intrepid duo you! Have a great time and see you both soon. 
No spam,I asked sen to come chennai and search for job.
No spam,Dad went out oredi... 
No spam,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
No spam,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
No spam,"Arms fine, how's Cardiff and uni? "
No spam,In fact when do you leave? I think addie goes back to school tues or wed
No spam,"""""""""""""""""""""""""""""""Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY"""""""""""""""""""""""""""""""" :)"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
No spam,Ya:)going for restaurant..
No spam,"Its ok., i just askd did u knw tht no?"
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or �250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
No spam,Those ducking chinchillas
No spam,I am in a marriage function
No spam,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
No spam,Don���t give a flying monkeys wot they think and I certainly don���t mind. Any friend of mine and all that!
spam,As a registered optin subscriber ur draw 4 �100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
No spam,say thanks2. 
No spam,Msg me when rajini comes.
No spam,Ya! when are �_ taking ure practical lessons? I start in june..  
No spam,"That's good, because I need drugs"
No spam,Stupid.its not possible
No spam,Can �_ all decide faster cos my sis going home liao..
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
No spam,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls�1/minmoremobsEMSPOBox45PO139WA
No spam,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
No spam,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
No spam,Kinda. First one gets in at twelve! Aah. Speak tomo
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a �2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
No spam,Ok good then i later come find �_... C lucky i told �_ to go earlier... Later pple take finish �_ no more again...
No spam,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
No spam,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
No spam,I wont touch you with out your permission.
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls�1/minMobsmoreLKPOBOX177HP51FL
No spam,"""""""""""""""""""""""""""""""7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship""""""""""""""""""""""""""""""""... good morning dear"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
No spam,Take some small dose tablet for fever
No spam,Oh. U must have taken your REAL Valentine out shopping first.
No spam,"Just sent you an email ��� to an address with incomm in it, is that right?"
No spam,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
No spam,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
No spam,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
No spam,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
No spam,Why you keeping me away like this
No spam,I think its far more than that but find out. Check google maps for a place from your dorm.
No spam,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
No spam,Have you always been saying welp?
No spam,"I'm a guy, browsin is compulsory"
No spam,Ok...
No spam,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
No spam,"Sorry, I'll call later"
No spam,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
No spam,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
No spam,I told your number to gautham..
No spam,Tell them no need to investigate about me anywhere.
No spam,Ok i juz receive..
No spam,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
No spam,In the end she might still vomit but its okay. Not everything will come out.
No spam,How are you with moneY...as in to you...money aint a thing....how are you sha!
No spam,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
No spam,Hey gals.. Anyone of u going down to e driving centre tmr?
No spam,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
No spam,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
No spam,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
No spam,Host-based IDPS for linux systems.
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
No spam,Don no da:)whats you plan?
No spam,Ill be there on  &lt;#&gt;  ok.
No spam,Oh my God. I'm almost home
No spam,Total video converter free download type this in google search:)
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
No spam,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
No spam,Sounds like something that someone testing me would sayy
No spam,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
No spam,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
No spam,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
No spam,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
